Image Number,Category,Annotator,Expertise Level,Host,Version,NGT,NO,Annotation TP (objects),Annotation FP (objects),Annotation FN (objects),Annotation TN (objects),Segmentation TP (pixels),Segmentation FP (pixels),Segmentation TN (pixels),Segmentation FN (pixels),Segmentation Jaccard,Segmentation Precision,Segmentation Recall,Segmentation F1-Score,Segmentation Accuracy,Objects IoU,Image IoU,Mean - Annotation Time per Annotation (seconds)
N15,Manual,Annotator8,Non expert,local Linux,QuPath v5,16.0,8.0,9.0,0.0,7.0,0.0,63815.0,18669.0,4088257.0,23563.0,0.60176,0.77367,0.73033,0.75137,0.98993,0.71135,0.60176,42.25
N16,Manual,Annotator8,Non expert,local Linux,QuPath v5,14.0,12.0,13.0,0.0,1.0,0.0,106763.0,9359.0,4064358.0,13824.0,0.8216,0.9194,0.88536,0.90206,0.99447,0.83208,0.8216,25.5
N17,Manual,Annotator8,Non expert,local Linux,QuPath v5,29.0,20.0,23.0,2.0,7.0,0.0,149772.0,40227.0,3950329.0,53976.0,0.61388,0.78828,0.73508,0.76075,0.97754,0.72999,0.61388,17.25
N18,Manual,Annotator8,Non expert,local Linux,QuPath v5,33.0,22.0,25.0,2.0,11.0,0.0,189372.0,55528.0,3882692.0,66712.0,0.60772,0.77326,0.73949,0.756,0.97086,0.72309,0.60772,20.13636
N19,Manual,Annotator8,Non expert,local Linux,QuPath v5,49.0,20.0,35.0,2.0,16.0,0.0,203256.0,113511.0,3832750.0,44787.0,0.56217,0.64166,0.81944,0.71973,0.96226,0.6616,0.56217,19.15
N20,Manual,Annotator8,Non expert,local Linux,QuPath v5,19.0,11.0,13.0,0.0,6.0,0.0,100208.0,11237.0,4057825.0,25034.0,0.73424,0.89917,0.80011,0.84676,0.99135,0.84257,0.73424,15.54545
N21,Manual,Annotator8,Non expert,local Linux,QuPath v5,32.0,20.0,30.0,0.0,4.0,0.0,175411.0,45203.0,3948907.0,24783.0,0.7148,0.7951,0.87621,0.83369,0.98331,0.75114,0.7148,17.7
N07,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,2.0,2.0,2.0,0.0,0.0,0.0,36834.0,4240.0,4150913.0,2317.0,0.84889,0.89677,0.94082,0.91827,0.99844,0.84889,0.84889,7.5
N08,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,11.0,3.0,3.0,0.0,8.0,0.0,15267.0,2964.0,4129245.0,46828.0,0.23466,0.83742,0.24587,0.38013,0.98813,0.76749,0.23466,55.66667
N18,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,20.0,23.0,1.0,13.0,0.0,188321.0,67935.0,3870285.0,67763.0,0.5812,0.73489,0.73539,0.73514,0.96765,0.71226,0.5812,20.35
N10,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,12.0,14.0,10.0,4.0,2.0,0.0,45652.0,20357.0,4118171.0,10124.0,0.59963,0.6916,0.81849,0.74971,0.99273,0.7826,0.59963,15.57143
N16,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,14.0,11.0,12.0,0.0,2.0,0.0,107436.0,29903.0,4043814.0,13151.0,0.71391,0.78227,0.89094,0.83308,0.98974,0.74207,0.71391,12.09091
N15,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,16.0,6.0,6.0,0.0,10.0,0.0,44044.0,8427.0,4098499.0,43334.0,0.45973,0.8394,0.50406,0.62988,0.98766,0.79086,0.45973,9.0
N21,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,18.0,27.0,0.0,7.0,0.0,170155.0,52374.0,3941736.0,30039.0,0.6737,0.76464,0.84995,0.80504,0.98035,0.74423,0.6737,6.22222
N06,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,5.0,4.0,3.0,1.0,2.0,0.0,43245.0,4004.0,4118062.0,28993.0,0.56721,0.91526,0.59865,0.72384,0.99213,0.89521,0.56721,9.5
N20,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,11.0,13.0,0.0,6.0,0.0,101170.0,13213.0,4055849.0,24072.0,0.73071,0.88448,0.8078,0.8444,0.99111,0.83675,0.73071,5.72727
N09,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,13.0,8.0,8.0,0.0,5.0,0.0,47246.0,6069.0,4117957.0,23032.0,0.61883,0.88617,0.67227,0.76454,0.99306,0.77629,0.61883,13.125
N12,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,8.0,5.0,5.0,0.0,3.0,0.0,31109.0,7687.0,4145591.0,9917.0,0.63862,0.80186,0.75828,0.77946,0.9958,0.7862,0.63862,8.6
N03,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,1.0,1.0,1.0,0.0,0.0,0.0,15638.0,34.0,4174441.0,4191.0,0.78729,0.99783,0.78864,0.88099,0.99899,0.78729,0.78729,8.0
N11,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,11.0,8.0,8.0,0.0,3.0,0.0,33230.0,3935.0,4143667.0,13472.0,0.65624,0.89412,0.71153,0.79245,0.99585,0.77742,0.65624,10.5
N17,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,29.0,26.0,7.0,5.0,0.0,156153.0,69516.0,3921040.0,47595.0,0.57144,0.69196,0.7664,0.72728,0.97208,0.68455,0.57144,6.93103
N19,SAM,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,26.0,39.0,2.0,15.0,0.0,211528.0,103132.0,3843129.0,36515.0,0.60234,0.67224,0.85279,0.75183,0.96671,0.7094,0.60234,6.5
N07,SAM,Annotator6,Non expert,local Linux,QuPath v4,2.0,2.0,2.0,0.0,0.0,0.0,36668.0,9315.0,4145838.0,2483.0,0.75657,0.79743,0.93658,0.86142,0.99719,0.75657,0.75657,13.0
N08,SAM,Annotator6,Non expert,local Linux,QuPath v4,11.0,5.0,5.0,0.0,6.0,0.0,31957.0,6129.0,4126080.0,30138.0,0.46841,0.83907,0.51465,0.63799,0.99135,0.74862,0.46841,41.0
N18,SAM,Annotator6,Non expert,local Linux,QuPath v4,33.0,22.0,25.0,1.0,9.0,0.0,212940.0,86696.0,3851524.0,43144.0,0.62121,0.71066,0.83152,0.76636,0.96904,0.69827,0.62121,9.45455
N14,SAM,Annotator6,Non expert,local Linux,QuPath v4,6.0,6.0,5.0,1.0,1.0,0.0,26307.0,17371.0,4147319.0,3307.0,0.5599,0.60229,0.88833,0.71787,0.99507,0.631,0.5599,49.66667
N10,SAM,Annotator6,Non expert,local Linux,QuPath v4,12.0,14.0,10.0,4.0,2.0,0.0,45288.0,25736.0,4112792.0,10488.0,0.5556,0.63764,0.81196,0.71432,0.99136,0.7799,0.5556,8.57143
N16,SAM,Annotator6,Non expert,local Linux,QuPath v4,14.0,12.0,13.0,0.0,1.0,0.0,110573.0,23473.0,4050244.0,10014.0,0.76755,0.82489,0.91696,0.86849,0.99202,0.77638,0.76755,8.25
N15,SAM,Annotator6,Non expert,local Linux,QuPath v4,16.0,10.0,10.0,1.0,6.0,0.0,66956.0,19138.0,4087788.0,20422.0,0.6286,0.77771,0.76628,0.77195,0.99057,0.75814,0.6286,10.5
N21,SAM,Annotator6,Non expert,local Linux,QuPath v4,32.0,20.0,32.0,0.0,4.0,0.0,184990.0,66264.0,3927846.0,15204.0,0.69426,0.73627,0.92405,0.81954,0.98058,0.72576,0.69426,4.0
N06,SAM,Annotator6,Non expert,local Linux,QuPath v4,5.0,5.0,5.0,0.0,0.0,0.0,65395.0,1419.0,4120647.0,6843.0,0.88783,0.97876,0.90527,0.94058,0.99803,0.88783,0.88783,4.8
N20,SAM,Annotator6,Non expert,local Linux,QuPath v4,19.0,15.0,16.0,1.0,3.0,0.0,111577.0,18147.0,4050915.0,13665.0,0.77814,0.86011,0.89089,0.87523,0.99242,0.83596,0.77814,11.0
N09,SAM,Annotator6,Non expert,local Linux,QuPath v4,13.0,16.0,11.0,5.0,3.0,0.0,53356.0,33555.0,4090471.0,16922.0,0.51386,0.61392,0.75921,0.67888,0.98797,0.67892,0.51386,13.375
N12,SAM,Annotator6,Non expert,local Linux,QuPath v4,8.0,7.0,6.0,1.0,2.0,0.0,34281.0,9467.0,4143811.0,6745.0,0.67893,0.7836,0.83559,0.80876,0.99613,0.81021,0.67893,5.71429
N03,SAM,Annotator6,Non expert,local Linux,QuPath v4,1.0,1.0,1.0,0.0,0.0,0.0,14390.0,0.0,4174475.0,5439.0,0.7257,1.0,0.7257,0.84105,0.9987,0.7257,0.7257,8.0
N11,SAM,Annotator6,Non expert,local Linux,QuPath v4,11.0,11.0,8.0,3.0,3.0,0.0,32514.0,13855.0,4133747.0,14188.0,0.53692,0.7012,0.6962,0.69869,0.99331,0.75133,0.53692,12.0
N17,SAM,Annotator6,Non expert,local Linux,QuPath v4,29.0,21.0,23.0,4.0,6.0,0.0,157251.0,69388.0,3921168.0,46497.0,0.57572,0.69384,0.77179,0.73074,0.97237,0.68042,0.57572,5.33333
N19,SAM,Annotator6,Non expert,local Linux,QuPath v4,49.0,32.0,43.0,5.0,9.0,0.0,219216.0,111076.0,3835185.0,28827.0,0.61043,0.6637,0.88378,0.75809,0.96664,0.71112,0.61043,5.65625
N07,SAM,Annotator8,Non expert,local Linux,QuPath v5,2.0,2.0,2.0,0.0,0.0,0.0,37056.0,5304.0,4149849.0,2095.0,0.83356,0.87479,0.94649,0.90923,0.99824,0.83356,0.83356,12.0
N18,SAM,Annotator8,Non expert,local Linux,QuPath v5,33.0,21.0,24.0,1.0,9.0,0.0,211111.0,97715.0,3840505.0,44973.0,0.5967,0.68359,0.82438,0.74741,0.96598,0.66026,0.5967,17.0
N14,SAM,Annotator8,Non expert,local Linux,QuPath v5,6.0,6.0,6.0,0.0,0.0,0.0,23938.0,4372.0,4160318.0,5676.0,0.70435,0.84557,0.80833,0.82653,0.9976,0.70435,0.70435,15.83333
N10,SAM,Annotator8,Non expert,local Linux,QuPath v5,12.0,5.0,5.0,0.0,7.0,0.0,28927.0,6603.0,4131925.0,26849.0,0.46373,0.81416,0.51863,0.63363,0.99202,0.78365,0.46373,14.2
N16,SAM,Annotator8,Non expert,local Linux,QuPath v5,14.0,12.0,12.0,1.0,2.0,0.0,106844.0,37154.0,4036563.0,13743.0,0.67734,0.74198,0.88603,0.80763,0.98787,0.73573,0.67734,14.33333
N15,SAM,Annotator8,Non expert,local Linux,QuPath v5,16.0,10.0,10.0,1.0,6.0,0.0,71757.0,34150.0,4072776.0,15621.0,0.59046,0.67755,0.82123,0.7425,0.98813,0.69371,0.59046,7.0
N21,SAM,Annotator8,Non expert,local Linux,QuPath v5,32.0,16.0,26.0,0.0,6.0,0.0,173338.0,62330.0,3931780.0,26856.0,0.66027,0.73552,0.86585,0.79538,0.97874,0.71696,0.66027,6.8125
N20,SAM,Annotator8,Non expert,local Linux,QuPath v5,19.0,11.0,13.0,1.0,6.0,0.0,102946.0,19163.0,4049899.0,22296.0,0.7129,0.84307,0.82198,0.83239,0.99012,0.82574,0.7129,6.27273
N09,SAM,Annotator8,Non expert,local Linux,QuPath v5,13.0,10.0,10.0,0.0,3.0,0.0,53978.0,8548.0,4115478.0,16300.0,0.68477,0.86329,0.76806,0.8129,0.99408,0.76345,0.68477,3.6
N12,SAM,Annotator8,Non expert,local Linux,QuPath v5,8.0,4.0,4.0,0.0,4.0,0.0,27909.0,4420.0,4148858.0,13117.0,0.61411,0.86328,0.68028,0.76093,0.99582,0.83179,0.61411,4.25
N03,SAM,Annotator8,Non expert,local Linux,QuPath v5,1.0,1.0,1.0,0.0,0.0,0.0,17260.0,272.0,4174203.0,2569.0,0.85866,0.98449,0.87044,0.92396,0.99932,0.85866,0.85866,12.0
N11,SAM,Annotator8,Non expert,local Linux,QuPath v5,11.0,4.0,4.0,0.0,7.0,0.0,23853.0,3071.0,4144531.0,22849.0,0.47924,0.88594,0.51075,0.64795,0.99382,0.77826,0.47924,7.25
N17,SAM,Annotator8,Non expert,local Linux,QuPath v5,29.0,20.0,24.0,1.0,6.0,0.0,163151.0,62738.0,3927818.0,40597.0,0.61223,0.72226,0.80075,0.75948,0.97536,0.68196,0.61223,7.6
N19,SAM,Annotator8,Non expert,local Linux,QuPath v5,49.0,20.0,34.0,1.0,15.0,0.0,214216.0,128574.0,3817687.0,33827.0,0.56879,0.62492,0.86362,0.72513,0.96128,0.63841,0.56879,6.45
N17,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,29.0,25.0,28.0,3.0,6.0,0.0,167528.0,81735.0,3908821.0,36220.0,0.58682,0.67209,0.82223,0.73962,0.97188,0.67886,0.58682,40.8
N19,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,49.0,23.0,33.0,2.0,20.0,0.0,187627.0,91556.0,3854705.0,60416.0,0.5525,0.67206,0.75643,0.71175,0.96377,0.69857,0.5525,47.13043
N20,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,19.0,12.0,15.0,0.0,6.0,0.0,101326.0,13068.0,4055994.0,23916.0,0.7326,0.88576,0.80904,0.84567,0.99118,0.83905,0.7326,26.5
N16,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,14.0,9.0,9.0,0.0,5.0,0.0,95120.0,15869.0,4057848.0,25467.0,0.69707,0.85702,0.78881,0.8215,0.99014,0.7971,0.69707,35.88889
N18,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,33.0,21.0,23.0,1.0,12.0,0.0,206715.0,82870.0,3855350.0,49369.0,0.60986,0.71383,0.80722,0.75766,0.96847,0.69953,0.60986,13.57143
N08,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,11.0,4.0,4.0,0.0,7.0,0.0,26390.0,7432.0,4124777.0,35705.0,0.37956,0.78026,0.42499,0.55027,0.98972,0.73426,0.37956,24.75
N12,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,8.0,4.0,3.0,1.0,5.0,0.0,21150.0,5316.0,4147962.0,19876.0,0.45639,0.79914,0.51553,0.62674,0.99399,0.83052,0.45639,12.75
N14,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,6.0,4.0,4.0,0.0,2.0,0.0,22877.0,5152.0,4159538.0,6737.0,0.65803,0.81619,0.77251,0.79375,0.99717,0.76029,0.65803,26.25
N10,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,12.0,11.0,9.0,2.0,3.0,0.0,42982.0,14601.0,4123927.0,12794.0,0.61074,0.74644,0.77062,0.75833,0.99347,0.79354,0.61074,27.27273
N11,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,11.0,6.0,6.0,0.0,5.0,0.0,30012.0,4510.0,4143092.0,16690.0,0.58603,0.86936,0.64263,0.73899,0.99495,0.79722,0.58603,16.33333
N03,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,1.0,1.0,1.0,0.0,0.0,0.0,16926.0,43.0,4174432.0,2903.0,0.85175,0.99747,0.8536,0.91994,0.9993,0.85175,0.85175,6.0
N06,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,5.0,5.0,4.0,1.0,1.0,0.0,66371.0,6779.0,4115287.0,5867.0,0.83996,0.90733,0.91878,0.91302,0.99698,0.92078,0.83996,17.0
N21,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,32.0,25.0,36.0,0.0,0.0,0.0,193205.0,71254.0,3922856.0,6989.0,0.71176,0.73057,0.96509,0.83161,0.98135,0.71176,0.71176,20.92
N09,SAM corrected,Annotator7,Non expert,thumper epfl server,QuPath v4,13.0,9.0,9.0,0.0,4.0,0.0,50502.0,8021.0,4116005.0,19776.0,0.64499,0.86294,0.7186,0.78419,0.99337,0.76173,0.64499,20.55556
N17,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,29.0,14.0,19.0,2.0,10.0,0.0,143558.0,68965.0,3921591.0,60190.0,0.52641,0.67549,0.70459,0.68973,0.96921,0.69529,0.52641,26.0
N19,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,49.0,24.0,32.0,6.0,20.0,0.0,170267.0,116508.0,3829753.0,77776.0,0.46706,0.59373,0.68644,0.63673,0.95368,0.63954,0.46706,14.79167
N20,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,19.0,12.0,15.0,0.0,4.0,0.0,102481.0,17930.0,4051132.0,22761.0,0.71579,0.85109,0.81826,0.83436,0.9903,0.81027,0.71579,17.0
N15,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,16.0,12.0,12.0,1.0,4.0,0.0,70376.0,23853.0,4083073.0,17002.0,0.6327,0.74686,0.80542,0.77504,0.99026,0.72977,0.6327,19.08333
N16,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,14.0,14.0,13.0,2.0,2.0,0.0,107620.0,31558.0,4042159.0,12967.0,0.70735,0.77325,0.89247,0.8286,0.98938,0.77431,0.70735,24.5
N18,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,33.0,23.0,25.0,1.0,8.0,0.0,218387.0,111768.0,3826452.0,37697.0,0.59368,0.66147,0.85279,0.74504,0.96436,0.637,0.59368,9.13043
N08,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,11.0,5.0,5.0,0.0,6.0,0.0,33243.0,10775.0,4121434.0,28852.0,0.4562,0.75521,0.53536,0.62656,0.99055,0.71937,0.4562,42.8
N12,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,8.0,8.0,8.0,1.0,0.0,0.0,38983.0,18966.0,4134312.0,2043.0,0.6498,0.67271,0.9502,0.78773,0.99499,0.69082,0.6498,32.125
N14,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,6.0,3.0,3.0,0.0,3.0,0.0,19125.0,8097.0,4156593.0,10489.0,0.50715,0.70256,0.64581,0.67299,0.99557,0.66703,0.50715,41.66667
N10,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,12.0,12.0,9.0,3.0,3.0,0.0,43379.0,20765.0,4117763.0,12397.0,0.56674,0.67628,0.77774,0.72347,0.99209,0.76875,0.56674,24.91667
N11,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,11.0,6.0,5.0,1.0,6.0,0.0,25386.0,6236.0,4141366.0,21316.0,0.47954,0.8028,0.54357,0.64823,0.99343,0.78726,0.47954,32.33333
N03,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,1.0,1.0,1.0,0.0,0.0,0.0,17422.0,164.0,4174311.0,2407.0,0.8714,0.99067,0.87861,0.93128,0.99939,0.8714,0.8714,7.0
N07,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,2.0,2.0,2.0,0.0,0.0,0.0,37061.0,5669.0,4149484.0,2090.0,0.82689,0.86733,0.94662,0.90524,0.99815,0.82689,0.82689,8.5
N06,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,5.0,5.0,5.0,0.0,0.0,0.0,68011.0,1873.0,4120193.0,4227.0,0.91769,0.9732,0.94149,0.95708,0.99855,0.91769,0.91769,13.2
N21,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,32.0,23.0,33.0,1.0,2.0,0.0,185133.0,59556.0,3934554.0,15061.0,0.71274,0.75661,0.92477,0.83228,0.98221,0.74752,0.71274,5.73913
N09,SAM corrected,Annotator6,Non expert,local Linux,QuPath v4,13.0,13.0,11.0,2.0,2.0,0.0,55905.0,24884.0,4099142.0,14373.0,0.58747,0.69199,0.79548,0.74014,0.99064,0.70996,0.58747,22.61538
N17,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,29.0,19.0,22.0,3.0,8.0,0.0,152896.0,129589.0,3860967.0,50852.0,0.45868,0.54125,0.75042,0.6289,0.95698,0.57504,0.45868,13.26316
N19,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,49.0,17.0,37.0,1.0,12.0,0.0,213973.0,138901.0,3807360.0,34070.0,0.55298,0.60637,0.86264,0.71215,0.95876,0.61445,0.55298,31.76471
N20,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,19.0,12.0,14.0,0.0,5.0,0.0,107405.0,18930.0,4050132.0,17837.0,0.74498,0.85016,0.85758,0.85385,0.99123,0.81194,0.74498,27.0
N15,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,16.0,10.0,9.0,2.0,7.0,0.0,66483.0,27248.0,4079678.0,20895.0,0.58,0.7093,0.76087,0.73418,0.98852,0.72608,0.58,27.2
N16,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,14.0,14.0,14.0,1.0,0.0,0.0,106352.0,21936.0,4051781.0,14235.0,0.74621,0.82901,0.88195,0.85466,0.99138,0.77908,0.74621,13.35714
N18,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,33.0,19.0,25.0,1.0,9.0,0.0,217598.0,173165.0,3765055.0,38486.0,0.50693,0.55685,0.84971,0.6728,0.94954,0.60918,0.50693,17.36842
N08,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,11.0,6.0,6.0,0.0,5.0,0.0,38365.0,10150.0,4122059.0,23730.0,0.53104,0.79079,0.61784,0.6937,0.99192,0.74486,0.53104,13.83333
N12,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,8.0,4.0,4.0,0.0,4.0,0.0,23250.0,12409.0,4140869.0,17776.0,0.43511,0.65201,0.56671,0.60638,0.9928,0.64152,0.43511,13.5
N14,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,6.0,5.0,5.0,0.0,1.0,0.0,25263.0,6048.0,4158642.0,4351.0,0.7084,0.80684,0.85308,0.82931,0.99752,0.7625,0.7084,11.4
N10,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,12.0,10.0,7.0,3.0,5.0,0.0,34759.0,28768.0,4109760.0,21017.0,0.41114,0.54715,0.62319,0.5827,0.98813,0.79697,0.41114,7.4
N11,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,11.0,9.0,7.0,2.0,4.0,0.0,30156.0,10612.0,4136990.0,16546.0,0.52615,0.7397,0.64571,0.68952,0.99353,0.73253,0.52615,1.66667
N03,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,1.0,1.0,1.0,0.0,0.0,0.0,17139.0,79.0,4174396.0,2690.0,0.86091,0.99541,0.86434,0.92526,0.99934,0.86091,0.86091,17.0
N07,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,2.0,2.0,2.0,0.0,0.0,0.0,37038.0,6519.0,4148634.0,2113.0,0.81099,0.85033,0.94603,0.89563,0.99794,0.81099,0.81099,18.5
N06,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,5.0,5.0,4.0,1.0,1.0,0.0,63562.0,29968.0,4092098.0,8676.0,0.6219,0.67959,0.8799,0.76688,0.99079,0.90223,0.6219,10.8
N21,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,32.0,20.0,30.0,0.0,4.0,0.0,181322.0,62880.0,3931230.0,18872.0,0.68924,0.74251,0.90573,0.81604,0.98051,0.72659,0.68924,8.8
N09,SAM corrected,Annotator8,Non expert,local Linux,QuPath v5,13.0,7.0,7.0,0.0,6.0,0.0,38480.0,6474.0,4117552.0,31798.0,0.50136,0.85599,0.54754,0.66787,0.99088,0.75452,0.50136,5.42857
